cfd
"property([postcode] -> [town],(M13 0PD||Manchester))"
"property([street_name] -> [town],(Stretford Road||Manchester))"
"property([street_name] -> [town],(Highmeadow||Manchester))"
"property([street_name] -> [town],(Athol Road||Manchester))"
"property([postcode] -> [street_name],(M33 4NT||Drayton Close))"
"property([postcode] -> [town],(OX16 1AA||Banbury))"
"property([postcode] -> [town],(M27 4AA||Manchester))"
"property([postcode] -> [town],(M26 1LS||Manchester))"
"property([postcode] -> [street_name],(M2 5WA||Lloyd Street))"
"property([postcode] -> [town],(M24 2TW||Manchester))"
"property([postcode] -> [street_name],(M8 5XJ||Brightside Road))"
"property([postcode] -> [street_name],(OX4 1JP||Union Street))"
"property([postcode] -> [street_name],(M25 0FR||Castle Hill Road))"
"property([street_name] -> [town],(Columbine Gardens||Oxford))"
"property([postcode] -> [street_name],(M26 1LS||New Road))"
"property([street_name] -> [town],(Iffley Road||Oxford))"
"property([postcode] -> [town],(OX14 4NT||Abingdon))"
"property([street_name] -> [town],(Booth Street||Manchester))"
"property([postcode] -> [street_name],(OX26 4UL||Wedgwood Road))"
"property([postcode] -> [street_name],(OX5 1HB||Laburnum Crescent))"
"property([street_name] -> [town],(Garner Close||Carterton))"
"property([street_name] -> [town],(Broughton Street||Manchester))"
"property([postcode] -> [town],(M11 3NU||Manchester))"
"property([street_name] -> [town],(Fielders Way||Manchester))"
"property([street_name] -> [town],(Longden Road||Manchester))"
"property([postcode] -> [street_name],(M3 7BG||Trinity Way))"
"property([postcode] -> [street_name],(M16 8QN||Athol Road))"
"property([postcode] -> [town],(M11 4TG||Manchester))"
"property([street_name] -> [town],(South Bar Street||Banbury))"
"property([street_name] -> [town],(Monsall Road||Manchester))"
"property([street_name] -> [town],(Stanwell Lea||Banbury))"
"property([postcode] -> [street_name],(M4 6LN||Bengal Street))"
"property([street_name] -> [postcode],(Garner Close||OX18 1GA))"
"property([street_name] -> [town],(Drayton Close||Sale))"
"property([postcode] -> [street_name],(M4 4DE||New Mount Street))"
"property([street_name] -> [postcode],(Whiston Road||M8 5AU))"
"property([street_name] -> [town],(Bengal Street||Manchester))"
"property([postcode] -> [street_name],(M15 4JY||Ellesmere Street))"
"property([postcode] -> [town],(M3 4LY||Manchester))"
"property([street_name] -> [town],(Lloyd Street||Manchester))"
"property([postcode] -> [town],(OX3 0AN||Oxford))"
"property([postcode] -> [street_name],(OX28 6JT||Wilkinson Place))"
"property([street_name] -> [town],(Deene Close||Banbury))"
"property([postcode] -> [street_name],(M40 0GE||Blueberry Avenue))"
"property([street_name] -> [postcode],(Stanwell Lea||OX17 2RF))"
"property([postcode] -> [street_name],(M18 7GA||Rawsthorne Avenue))"
"property([street_name] -> [town],(King Street West||Manchester))"
"property([street_name] -> [town],(South Lonsdale Street||Manchester))"
"property([postcode] -> [town],(M8 8LZ||Manchester))"
"property([postcode] -> [street_name],(M28 2SG||Douglas Road))"
"property([postcode] -> [town],(M44 5BG||Manchester))"
"property([postcode] -> [street_name],(OX39 4TJ||Hedgerley))"
"property([postcode] -> [street_name],(M14 7DS||Wilbraham Road))"
"property([street_name] -> [town],(Brome Place||Oxford))"
"property([street_name] -> [town],(Parkin Street||Manchester))"
"property([postcode] -> [town],(M28 2SG||Manchester))"
"property([street_name] -> [postcode],(Sefton Crescent||M33 7EN))"
"property([postcode] -> [town],(OX18 2EB||Bampton))"
"property([postcode] -> [town],(M2 5WA||Manchester))"
"property([postcode] -> [town],(M8 8LG||Manchester))"
"property([postcode] -> [town],(M45 7EP||Manchester))"
"property([street_name] -> [postcode],(Zetland Road||M21 8TJ))"
"property([postcode] -> [street_name],(M4 6DE||Great Ancoats Street))"
"property([street_name] -> [town],(Whiston Road||Manchester))"
"property([postcode] -> [street_name],(M33 7HH||Cross Street))"
"property([postcode] -> [street_name],(OX12 7AL||Foliat Drive))"
"property([street_name] -> [town],(Marble Street||Manchester))"
"property([street_name] -> [town],(Pollard Street||Manchester))"
"property([postcode] -> [street_name],(M8 8BJ||Larch Gardens))"
"property([postcode] -> [town],(M3 2BY||Manchester))"
"property([street_name] -> [postcode],(Wedgwood Road||OX26 4UL))"
"property([street_name] -> [town],(Cheetham Hill Road||Manchester))"
"property([street_name] -> [postcode],(Delaunays Road||M8 4QS))"
"property([street_name] -> [town],(Oldham Road||Manchester))"
"property([street_name] -> [postcode],(Saxel Close||OX18 2EB))"
"property([postcode] -> [town],(OX4 2RD||Oxford))"
"property([street_name] -> [postcode],(Daneshill Lane||M44 5GN))"
"property([postcode] -> [street_name],(M14 5AL||Wilmslow Road))"
"property([postcode] -> [town],(M8 8NN||Manchester))"
"property([street_name, town] -> [postcode],(Bankside, Oxford||OX5 1JE))"
"property([postcode] -> [town],(M15 4JE||Manchester))"
"property([postcode] -> [town],(M3 3WR||Manchester))"
"property([street_name] -> [town],(Horse Fair||Banbury))"
"property([postcode] -> [street_name],(M23 1AB||Spinney Road))"
"property([street_name] -> [town],(Grosvenor Street||Manchester))"
"property([postcode] -> [town],(OX1 5LE||Oxford))"
"property([street_name] -> [town],(Oldham Street||Manchester))"
"property([street_name] -> [postcode],(Duncan Street||M5 3SQ))"
"property([street_name] -> [town],(Rochdale Road||Manchester))"
"property([postcode] -> [street_name],(OX26 4PP||Murdock Road))"
"property([street_name] -> [town],(Deansgate||Manchester))"
"property([street_name] -> [town],(Ainsworth Road||Manchester))"
"property([street_name] -> [town],(Sawley Road||Manchester))"
"property([postcode] -> [town],(M20 6UG||Manchester))"
"property([postcode] -> [street_name],(M3 6BF||Chapel Street))"
"property([postcode] -> [town],(OX18 4SG||Burford))"
"property([street_name] -> [postcode],(Drayton Close||M33 4NT))"
"property([postcode] -> [street_name],(M3 2BY||Deansgate))"
"property([postcode] -> [town],(OX2 7JL||Oxford))"
"property([postcode] -> [town],(M1 6DE||Manchester))"
"property([postcode] -> [street_name],(OX4 1PE||Hill Top Road))"
"property([street_name] -> [town],(Ellesmere Street||Manchester))"
"property([postcode] -> [street_name],(OX17 3LD||Deene Close))"
"property([postcode] -> [town],(M25 0DD||Manchester))"
"property([postcode] -> [street_name],(M25 0DD||Windsor Crescent))"
"property([postcode] -> [town],(M16 9HD||Manchester))"
"property([postcode] -> [street_name],(M46 0GA||Wigan Road))"
"property([postcode] -> [town],(M1 2HX||Manchester))"
"property([street_name] -> [town],(Cromwell Grove||Manchester))"
"property([postcode] -> [street_name],(OX2 0DG||Henry Road))"
"property([postcode] -> [town],(M25 0FR||Manchester))"
"property([postcode] -> [street_name],(M20 6FJ||Fog Lane))"
"property([postcode] -> [town],(M4 4DE||Manchester))"
"property([postcode] -> [street_name],(M40 8WN||Monsall Road))"
"property([street_name] -> [town],(Burnage Lane||Manchester))"
"property([postcode] -> [town],(M12 5SG||Manchester))"
"property([postcode] -> [town],(M3 4EL||Manchester))"
"property([street_name] -> [town],(Whitworth Street West||Manchester))"
"property([street_name] -> [town],(Talbot Road||Manchester))"
"property([street_name] -> [town],(Great Ancoats Street||Manchester))"
"property([postcode] -> [street_name],(M32 0FP||Talbot Road))"
"property([street_name] -> [postcode],(Sawley Road||M40 8BB))"
"property([postcode] -> [street_name],(M3 4LY||Deansgate))"
"property([street_name] -> [town],(Clarence Avenue||Manchester))"
"property([street_name] -> [town],(Peter Street||Manchester))"
"property([postcode] -> [town],(M1 2JQ||Manchester))"
"property([postcode] -> [street_name],(M3 2HW||Parsonage))"
"property([street_name] -> [town],(Dickenson Road||Manchester))"
"property([street_name] -> [town],(Thomas Street||Manchester))"
"property([postcode] -> [town],(M15 4JY||Manchester))"
"property([postcode] -> [town],(M46 0GA||Manchester))"
"property([street_name] -> [postcode],(Modwen Road||M5 3EZ))"
"property([street_name] -> [town],(Stockport Road||Manchester))"
"property([street_name] -> [town],(South Parade||Oxford))"
"property([postcode] -> [town],(M20 2DR||Manchester))"
"property([street_name] -> [postcode],(Clarence Avenue||M17 1QS))"
"property([street_name] -> [town],(Brantingham Road||Manchester))"
"property([postcode] -> [street_name],(M33 6HE||Park Avenue))"
"property([postcode] -> [street_name],(OX44 9BP||Poplar Close))"
"property([street_name] -> [postcode],(Powys Grove||OX16 0UG))"
"property([street_name] -> [town],(Hardman Street||Manchester))"
"property([postcode] -> [street_name],(M18 7JD||Hyde Road))"
"property([postcode] -> [town],(OX18 4QF||Burford))"
"property([postcode] -> [street_name],(M26 3AD||Hutchinson Way))"
"property([postcode] -> [town],(M3 2BH||Manchester))"
"property([postcode] -> [street_name],(OX3 0AN||Coniston Avenue))"
"property([postcode] -> [street_name],(OX14 4NT||Chambrai Close))"
"property([street_name] -> [town],(Sandfield Road||Oxford))"
"property([postcode] -> [street_name],(OX3 9LR||Brome Place))"
"property([postcode] -> [town],(OX17 2RF||Banbury))"
"property([street_name] -> [town],(Walkden Road||Manchester))"
"property([postcode] -> [street_name],(M33 6TT||Oakfield))"
"property([street_name] -> [postcode],(Stour Road||M29 7HH))"
"property([street_name] -> [town],(Waterloo Road||Manchester))"
"property([street_name] -> [town],(Oswald Road||Manchester))"
"property([postcode] -> [town],(M16 8QN||Manchester))"
"property([postcode] -> [town],(OX11 8DP||Didcot))"
"property([postcode] -> [street_name],(M2 3HZ||Mosley Street))"
"property([postcode] -> [street_name],(M3 6AR||Angora Drive))"
"property([postcode] -> [street_name],(OX16 1AA||Ashmead Road))"
"property([street_name] -> [postcode],(Winnipeg Quay||M50 3TY))"
"property([postcode] -> [street_name],(M3 3HF||Hardman Street))"
"property([postcode] -> [town],(M41 0QP||Manchester))"
"property([street_name] -> [postcode],(Chambrai Close||OX14 4NT))"
"property([postcode] -> [town],(M4 6DE||Manchester))"
"property([postcode] -> [town],(M2 4WQ||Manchester))"
"property([street_name] -> [town],(Hunmanby Avenue||Manchester))"
"property([postcode] -> [town],(M14 5AL||Manchester))"
"property([street_name] -> [town],(Stour Road||Manchester))"
"property([postcode] -> [town],(M3 3HF||Manchester))"
"property([postcode] -> [town],(M13 0NW||Manchester))"
"property([street_name] -> [postcode],(Angora Drive||M3 6AR))"
"property([street_name] -> [town],(Blueberry Avenue||Manchester))"
"property([postcode] -> [town],(OX2 0LR||Oxford))"
"property([postcode] -> [town],(M32 0JF||Manchester))"
"property([postcode] -> [street_name],(M8 8ES||Everside Drive))"
"property([street_name] -> [postcode],(Larch Lane||OX28 1AG))"
"property([postcode] -> [town],(M15 5EH||Manchester))"
"property([street_name] -> [postcode],(New Mount Street||M4 4DE))"
"property([street_name] -> [town],(Pony Road||Oxford))"
"property([postcode] -> [street_name],(M18 7EE||Hyde Road))"
"property([postcode] -> [street_name],(M5 3NB||Ordsall Lane))"
"property([street_name] -> [town],(Moulton Street||Manchester))"
"property([postcode] -> [street_name],(M50 2GL||Kansas Avenue))"
"property([postcode] -> [street_name],(OX4 7LH||Columbine Gardens))"
"property([postcode] -> [town],(M17 1QS||Manchester))"
"property([postcode] -> [street_name],(M15 5EH||Rockdove Avenue))"
"property([street_name] -> [town],(Droylsden Road||Manchester))"
"property([postcode] -> [town],(M2 4DN||Manchester))"
"property([street_name] -> [postcode],(Leslie Hough Way||M6 6AJ))"
"property([postcode] -> [street_name],(M3 4EL||Deansgate))"
"property([street_name] -> [town],(Princess Road||Manchester))"
"property([street_name] -> [postcode],(Moulton Street||M8 8FQ))"
"property([street_name] -> [town],(Edge Street||Manchester))"
"property([street_name] -> [postcode],(Trumpet Street, Deansgate||M1 5LW))"
"property([postcode] -> [town],(OX7 5LJ||Chipping Norton))"
"property([street_name] -> [town],(Palatine Road||Manchester))"
"property([street_name] -> [town],(Powys Grove||Banbury))"
"property([postcode] -> [street_name],(OX4 2RD||Pony Road))"
"property([postcode] -> [town],(M14 7DS||Manchester))"
"property([postcode] -> [town],(M21 8TJ||Manchester))"
"property([postcode] -> [street_name],(OX7 5LJ||New Street))"
"property([street_name] -> [postcode],(Castle Hill Road||M25 0FR))"
"property([postcode] -> [town],(OX28 6JT||Witney))"
"property([street_name] -> [town],(Worsley Road||Manchester))"
"property([street_name] -> [town],(Claude Road||Manchester))"
"property([postcode] -> [street_name],(M12 5RL||Parkin Street))"
"property([street_name] -> [town],(Thorncliffe Road||Oxford))"
"property([street_name] -> [town],(Altrincham Road||Manchester))"
"property([postcode] -> [town],(M4 6LN||Manchester))"
"property([postcode] -> [town],(M26 1YN||Manchester))"
"property([town, street_name] -> [postcode],(Witney, Compton Way||OX28 3AB))"
"property([postcode] -> [street_name],(M27 6SL||Fielders Way))"
"property([postcode] -> [street_name],(M45 8QP||Bury New Road))"
"property([postcode] -> [town],(OX2 0DG||Oxford))"
"property([street_name] -> [town],(Osney Mead||Oxford))"
"property([postcode] -> [town],(M12 5RL||Manchester))"
"property([postcode] -> [street_name],(M41 0QP||Kirkstall Road))"
"property([postcode] -> [street_name],(M50 3TY||Winnipeg Quay))"
"property([street_name] -> [town],(Watson Street||Manchester))"
"property([street_name] -> [postcode],(South Lonsdale Street||M32 0JF))"
"property([street_name] -> [town],(Leys Road||Oxford))"
"property([street_name] -> [town],(Hutchinson Way||Manchester))"
"property([street_name] -> [town],(Lever Street||Manchester))"
"property([postcode] -> [street_name],(M3 5JZ||Chapel Street))"
"property([street_name] -> [town],(Seymour Grove||Manchester))"
"property([postcode] -> [town],(M18 7EE||Manchester))"
"property([postcode] -> [street_name],(OX11 8DP||Hagbourne Road))"
"property([postcode] -> [street_name],(M6 6AJ||Leslie Hough Way))"
"property([postcode] -> [street_name],(OX33 1JH||London Road))"
"property([postcode] -> [street_name],(M8 8HW||Derby Street))"
"property([street_name] -> [town],(Hedgerley||Chinnor))"
"property([postcode] -> [town],(M3 3BZ||Manchester))"
"property([street_name] -> [town],(Charlotte Street||Manchester))"
"property([postcode] -> [town],(M29 7HH||Manchester))"
"property([postcode] -> [street_name],(M16 0HR||Woodstock Road))"
"property([postcode] -> [street_name],(M2 4WQ||King Street))"
"property([street_name] -> [town],(Knowsley Street||Manchester))"
"property([postcode] -> [town],(M40 8WN||Manchester))"
"property([postcode] -> [town],(OX12 7AL||Wantage))"
"property([street_name] -> [town],(Withington Road||Manchester))"
"property([street_name] -> [town],(Everside Drive||Manchester))"
"property([street_name] -> [town],(Cumnor Road||Oxford))"
"property([postcode] -> [town],(M3 2PJ||Manchester))"
"property([postcode] -> [street_name],(M25 9JY||Bury New Road))"
"property([postcode] -> [street_name],(M29 7HH||Stour Road))"
"property([postcode] -> [town],(M8 4QS||Manchester))"
"property([street_name] -> [postcode],(Wilkinson Place||OX28 6JT))"
"property([postcode] -> [town],(M40 0GE||Manchester))"
"property([postcode] -> [street_name],(M32 8BP||Moreton Avenue))"
"property([street_name] -> [town],(Moreton Avenue||Manchester))"
"property([street_name] -> [town],(Robinson Road||Oxford))"
"property([postcode] -> [street_name],(M3 5EQ||Chapel Street))"
"property([postcode] -> [street_name],(OX16 0UG||Powys Grove))"
"property([postcode] -> [town],(M16 0QG||Manchester))"
"property([postcode] -> [street_name],(M4 7JA||Pollard Street))"
"property([postcode] -> [street_name],(M7 1UH||Broughton Lane))"
"property([street_name, town] -> [postcode],(Laburnum Crescent, Oxford||OX5 1HB))"
"property([street_name] -> [town],(Cowley Road||Oxford))"
"property([street_name, town] -> [postcode],(Priory Lane, Burford||OX18 4SG))"
"property([postcode] -> [street_name],(M2 4DN||Princess Street))"
"property([street_name] -> [town],(Larch Gardens||Manchester))"
"property([street_name] -> [town],(Parrs Wood Road||Manchester))"
"property([street_name] -> [town],(Sir Matt Busby Way||Manchester))"
"property([street_name] -> [postcode],(Cheetwood Road||M8 8AQ))"
"property([postcode] -> [street_name],(OX2 9QF||Leys Road))"
"property([street_name] -> [town],(Victoria Crescent||Manchester))"
"property([postcode] -> [town],(M14 5DL||Manchester))"
"property([street_name] -> [town],(Barlow Moor Road||Manchester))"
"property([street_name] -> [town],(Brindley Road||Manchester))"
"property([street_name] -> [town],(Trumpet Street, Deansgate||Manchester))"
"property([street_name] -> [town],(Telford Road||Bicester))"
"property([street_name] -> [town],(Great Western Street||Manchester))"
"property([postcode] -> [town],(M19 3FL||Manchester))"
"property([street_name] -> [town],(Brightside Road||Manchester))"
"property([postcode] -> [street_name],(M4 1HN||Edge Street))"
"property([street_name] -> [postcode],(Pony Road||OX4 2RD))"
"property([postcode] -> [street_name],(M1 2JQ||Ducie Street))"
"property([postcode] -> [street_name],(M20 2DR||Wilmslow Road))"
"property([street_name] -> [town],(Mosley Street||Manchester))"
"property([street_name] -> [town],(Commonwealth Avenue||Manchester))"
"property([postcode] -> [town],(M1 5AN||Manchester))"
"property([postcode] -> [street_name],(M44 5GN||Daneshill Lane))"
"property([postcode] -> [street_name],(M3 7DB||Blackfriars Road))"
"property([postcode] -> [street_name],(OX4 1UE||Cowley Road))"
"property([postcode] -> [town],(M19 3QD||Manchester))"
"property([postcode] -> [street_name],(M8 8HQ||Knowsley Street))"
"property([postcode] -> [street_name],(M8 4QS||Delaunays Road))"
"property([postcode] -> [street_name],(M13 0RQ||Stockport Road))"
"property([street_name] -> [town],(Fountain Street||Manchester))"
"property([street_name] -> [town],(Wilmslow Road||Manchester))"
"property([postcode] -> [street_name],(M7 2ZS||Great Clowes Street))"
"property([postcode] -> [town],(M8 5AU||Manchester))"
"property([street_name] -> [town],(Ducie Street||Manchester))"
"property([postcode] -> [town],(M1 3LF||Manchester))"
"property([street_name] -> [town],(Piccadilly||Manchester))"
"property([street_name] -> [town],(Ayres Road||Manchester))"
"property([postcode] -> [street_name],(M16 0QG||Sir Matt Busby Way))"
"property([postcode] -> [street_name],(M3 3WR||Deansgate))"
"property([postcode] -> [street_name],(M1 6HT||Oxford Street))"
"property([postcode] -> [town],(M44 5GN||Manchester))"
"property([postcode] -> [town],(M16 0HR||Manchester))"
"property([postcode] -> [street_name],(M6 6AP||Lissadel Street))"
"property([postcode] -> [town],(M4 7JA||Manchester))"
"property([street_name, town] -> [postcode],(Windsor Crescent, Manchester||M25 0DD))"
"property([postcode] -> [street_name],(OX18 2EB||Saxel Close))"
"property([postcode] -> [street_name],(OX18 1GA||Garner Close))"
"property([postcode] -> [street_name],(M5 3SQ||Duncan Street))"
"property([postcode] -> [town],(M8 8AQ||Manchester))"
"property([street_name] -> [town],(Newton Street||Manchester))"
"property([postcode] -> [town],(M32 8BP||Manchester))"
"property([street_name] -> [town],(Chorlton Street||Manchester))"
"property([postcode] -> [street_name],(M1 5NG||Whitworth Street West))"
"property([postcode] -> [street_name],(M45 7EP||Maple Avenue))"
"property([street_name] -> [town],(Old Lansdowne Road||Manchester))"
"property([street_name] -> [town],(Fog Lane||Manchester))"
"property([postcode] -> [town],(M8 8HW||Manchester))"
"property([postcode] -> [town],(M13 0RQ||Manchester))"
"property([street_name] -> [town],(Rawsthorne Avenue||Manchester))"
"property([postcode] -> [street_name],(OX2 7ED||Banbury Road))"
"property([postcode] -> [town],(OX2 7ED||Oxford))"
"property([postcode] -> [town],(M16 0LN||Manchester))"
"property([street_name] -> [town],(Campion Place||Bicester))"
"property([postcode] -> [street_name],(M16 9EA||Chester Road))"
"property([postcode] -> [street_name],(M40 8BB||Sawley Road))"
"property([street_name] -> [town],(Sherborne Street||Manchester))"
"property([postcode] -> [street_name],(M14 5TP||Wilmslow Road))"
"property([postcode] -> [street_name],(M17 1QS||Clarence Avenue))"
"property([postcode] -> [town],(M43 7AA||Manchester))"
"property([street_name] -> [town],(Windsor Road||Manchester))"
"property([street_name] -> [postcode],(Fielders Way||M27 6SL))"
"property([postcode] -> [street_name],(M3 3BZ||Bridge Street))"
"property([street_name] -> [town],(Spinney Road||Manchester))"
"property([street_name] -> [town],(Radley Road||Abingdon))"
"property([street_name] -> [postcode],(Campion Place||OX26 3EH))"
"property([street_name] -> [town],(Mount Street||Manchester))"
"property([street_name] -> [postcode],(Highmeadow||M26 1YN))"
"property([postcode] -> [town],(OX18 1GA||Carterton))"
"property([street_name] -> [town],(Magdalen Road||Oxford))"
"property([postcode] -> [town],(M1 5LW||Manchester))"
"property([postcode] -> [town],(M16 9EA||Manchester))"
"property([street_name] -> [town],(Greenside Way||Manchester))"
"property([street_name] -> [postcode],(Hunmanby Avenue||M15 5FE))"
"property([postcode] -> [street_name],(M26 1YN||Highmeadow))"
"property([postcode] -> [town],(M26 3AD||Manchester))"
"property([street_name] -> [town],(Sackville Street||Manchester))"
"property([street_name] -> [town],(Faulkner Street||Manchester))"
"property([postcode] -> [street_name],(M27 4AA||Chorley Road))"
"property([postcode] -> [town],(OX44 9BP||Oxford))"
"property([street_name] -> [postcode],(Columbine Gardens||OX4 7LH))"
"property([postcode] -> [street_name],(M34 3QS||Windmill Lane))"
"property([street_name] -> [town],(Daneshill Lane||Manchester))"
"property([street_name] -> [town],(Cheetwood Road||Manchester))"
"property([street_name] -> [town],(Dale Street||Manchester))"
"property([street_name] -> [town],(New Mount Street||Manchester))"
"property([street_name] -> [town],(York Street||Manchester))"
"property([street_name] -> [town],(Glenwood Drive||Manchester))"
"property([street_name] -> [town],(Ashburton Road West||Manchester))"
"property([street_name] -> [town],(Rockdove Avenue||Manchester))"
"property([street_name] -> [postcode],(Henry Road||OX2 0DG))"
"property([postcode] -> [street_name],(M16 9HQ||Brindley Road))"
"property([postcode] -> [town],(M45 8QP||Manchester))"
"property([street_name] -> [town],(Hagbourne Road||Didcot))"
"property([postcode] -> [town],(M1 2HG||Manchester))"
"property([postcode] -> [town],(M20 6FA||Manchester))"
"property([postcode] -> [town],(M4 1LS||Manchester))"
